,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc,currency_symbol,base_currency_symbol,base_currency_name,Market Cap,IPO Year,Sector,Industry
8437,MIGI,Mawson Infrastructure Group Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001218683,BBG000R6WR47,BBG001ST7265,2022-03-22T00:00:00Z,,,,329825119.0,,Technology,EDP Services
8438,MILE,"Metromile, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001819035,BBG00WYYBSG6,BBG00WYYBSH5,2022-03-22T00:00:00Z,,,,166831924.0,2020.0,Finance,Property-Casualty Insurers
8441,MIME,Mimecast Limited,stocks,us,XNAS,CS,True,usd,0001644675,,,2022-03-22T00:00:00Z,,,,5290214682.0,2015.0,Technology,EDP Services
8442,MIMO,Airspan Networks Holdings Inc.,stocks,us,XASE,CS,True,usd,0001823882,BBG00XP8MXQ7,BBG00XP8MXR6,2022-03-22T00:00:00Z,,,,233359176.0,2020.0,Consumer Services,Telecommunications Equipment
8447,MIN,MFS Intermediate Income Trust,stocks,us,XNYS,FUND,True,usd,0000826735,BBG000BP2K59,BBG001S5T6D6,2022-03-22T00:00:00Z,,,,363056600.0,1988.0,Finance,Trusts Except Educational Religious and Charitable
8449,MIND,"MIND Technology, Inc. Common Stock (DE)",stocks,us,XNAS,CS,True,usd,0000926423,BBG00WH44HY3,BBG00WH44HZ2,2022-03-22T00:00:00Z,,,,15977961.0,1994.0,Capital Goods,Industrial Machinery/Components
8451,MINM,"Minim, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001467761,BBG000LDSKW7,BBG001T495P9,2022-03-22T00:00:00Z,,,,41541268.0,,Consumer Services,Telecommunications Equipment
8455,MIO,"Pioneer Municipal High Income Opportunities Fund, Inc.",stocks,us,XNYS,FUND,True,usd,0001864290,BBG011Y5ZCT1,BBG011Y5ZDQ2,2022-03-22T00:00:00Z,,,,0.0,2021.0,Finance,Investment Managers
8456,MIR,"Mirion Technologies, Inc.",stocks,us,XNYS,CS,True,usd,0001809987,BBG00VHJ1K96,BBG00VHJ1KB3,2022-03-22T00:00:00Z,,,,1735419159.0,2020.0,Technology,Industrial Machinery/Components
8458,MIRM,"Mirum Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001759425,BBG00MH7T2M7,BBG00MH7T2N6,2022-03-22T00:00:00Z,,,,724722793.0,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
8459,MIRO,Miromatrix Medical Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001527096,BBG0118LMP92,BBG0118LMPD7,2022-03-22T00:00:00Z,,,,46788230.0,2021.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
8460,MIST,Milestone Pharmaceuticals Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001408443,BBG009DR4MN8,BBG009DR4MP6,2022-03-22T00:00:00Z,,,,163104041.0,2019.0,,
8461,MIT,"Mason Industrial Technology, Inc.",stocks,us,XNYS,CS,True,usd,0001826058,BBG00YVW6F82,BBG00YVW6F91,2022-03-22T00:00:00Z,,,,608750000.0,2021.0,,
8464,MITA,Coliseum Acquisition Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001847440,,,2022-03-22T00:00:00Z,,,,181593750.0,2021.0,,
8467,MITC,MeaTech 3D Ltd. American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001828098,BBG00ZCNPCX8,BBG00ZCNPDT1,2022-03-22T00:00:00Z,,,,64566715.0,2021.0,Consumer Non-Durables,Packaged Foods
8468,MITK,"Mitek Systems, Inc.",stocks,us,XNAS,CS,True,usd,0000807863,BBG000BP3D45,BBG001S5T6P3,2022-03-22T00:00:00Z,,,,656490180.0,,Technology,Computer Software: Prepackaged Software
8469,MITO,Stealth BioTherapeutics Corp. ADS,stocks,us,XNAS,ADRC,True,usd,0001696396,BBG00MYXW6C9,BBG00MYXW755,2022-03-22T00:00:00Z,,,,38004658.0,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
8470,MITQ,"Moving iMage Technologies, Inc.",stocks,us,XASE,CS,True,usd,0001770236,BBG011MHCWP3,BBG011MHCWQ2,2022-03-22T00:00:00Z,,,,10955366.0,2021.0,Capital Goods,Telecommunications Equipment
8471,MITT,"AG MORTGAGE INVESTMENT TRUST, INC.",stocks,us,XNYS,CS,True,usd,0001514281,BBG001KJLYZ7,BBG001V0PK00,2022-03-22T00:00:00Z,,,,213085261.0,2011.0,Consumer Services,Real Estate Investment Trusts
8475,MIXT,MIX TELEMATICS LIMITED,stocks,us,XNYS,ADRC,True,usd,0001576914,BBG004SZ5RB6,BBG004SZ5ZT9,2022-03-22T00:00:00Z,,,,264950892.0,2013.0,Technology,Computer Software: Prepackaged Software
8476,MIY,"BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND, INC. i",stocks,us,XNYS,FUND,True,usd,0000890393,BBG000BDJTT3,BBG001S75345,2022-03-22T00:00:00Z,,,,391591529.0,1992.0,Finance,Finance Companies
8481,MKC,"McCormick & Company, Incorporated Non-VTG CS",stocks,us,XNYS,CS,True,usd,0000063754,BBG000G6Y5W4,BBG001S79S19,2022-03-22T00:00:00Z,,,,25756773371.0,,Consumer Non-Durables,Farming/Seeds/Milling
8483,MKD,Molecular Data Inc. American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001758736,BBG00R256P86,BBG00R256Q02,2022-03-22T00:00:00Z,,,,42209820.0,2019.0,Miscellaneous,Business Services
8484,MKFG,Markforged Holding Corporation,stocks,us,XNYS,CS,True,usd,0001816613,BBG00X7WQC22,BBG00X7WQC31,2022-03-22T00:00:00Z,,,,801630080.0,2020.0,Technology,Retail: Computer Software & Peripheral Equipment
8486,MKL,Markel Corporation,stocks,us,XNYS,CS,True,usd,0001096343,BBG000FC7366,BBG001S9ZK95,2022-03-22T00:00:00Z,,,,19444814552.0,1986.0,Finance,Property-Casualty Insurers
8487,MKSI,MKS Instruments Inc,stocks,us,XNAS,CS,True,usd,0001049502,BBG000BVMG26,BBG001SBB6Q8,2022-03-22T00:00:00Z,,,,8619042506.0,1999.0,Capital Goods,Industrial Machinery/Components
8488,MKTW,"MarketWise, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001805651,BBG00VWBGTZ2,BBG00VWBGV05,2022-03-22T00:00:00Z,,,,126335338.0,,Technology,Computer Software: Prepackaged Software
8490,MKTX,MarketAxess Holdings Inc.,stocks,us,XNAS,CS,True,usd,0001278021,BBG000BJBZ23,BBG001S8R6K4,2022-03-22T00:00:00Z,,,,13387683597.0,2004.0,Finance,Investment Bankers/Brokers/Service
8491,ML,MoneyLion Inc.,stocks,us,XNYS,CS,True,usd,0001807846,BBG00VHZZP65,BBG00VHZZP74,2022-03-22T00:00:00Z,,,,617042624.0,2020.0,Technology,Retail: Computer Software & Peripheral Equipment
8493,MLAB,Mesa Laboratories Inc,stocks,us,XNAS,CS,True,usd,0000724004,BBG000BP3PW7,BBG001S5T762,2022-03-22T00:00:00Z,,,,1402188104.0,,Capital Goods,Industrial Machinery/Components
8494,MLAC,Malacca Straits Acquisition Company Limited Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001807594,,,2022-03-22T00:00:00Z,,,,181125000.0,2020.0,Finance,Business Services
8497,MLAI,McLaren Technology Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001851625,BBG012F73Z38,BBG012F73ZY4,2022-03-22T00:00:00Z,,,,249801563.0,2021.0,,
8500,MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001381640,BBG000BHP8J4,BBG001SBX933,2022-03-22T00:00:00Z,,,,3947480335.0,,Consumer Services,Hotels/Resorts
8501,MLI,"Mueller Industries, Inc.",stocks,us,XNYS,CS,True,usd,0000089439,BBG000C6W444,BBG001S6PVC4,2022-03-22T00:00:00Z,,,,3469628895.0,,Basic Industries,Metal Fabrications
8502,MLKN,"MillerKnoll, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000066382,BBG000BP46T2,BBG001S5T771,2022-03-22T00:00:00Z,,,,2657862645.0,,Capital Goods,Wholesale Distributors
8503,MLM,Martin Marietta Materials,stocks,us,XNYS,CS,True,usd,0000916076,BBG000BGYMH7,BBG001S7QC51,2022-03-22T00:00:00Z,,,,24067466358.0,1994.0,Capital Goods,Building Materials
8505,MLNK,"MeridianLink, Inc.",stocks,us,XNYS,CS,True,usd,0001834494,BBG002ZYMKQ5,BBG002ZYMKR4,2022-03-22T00:00:00Z,,,,1547579793.0,2021.0,,
8506,MLP,Maui Land & Pineapple Co.,stocks,us,XNYS,CS,True,usd,0000063330,BBG000BB52X6,BBG001S5T7D4,2022-03-22T00:00:00Z,,,,222318679.0,,Finance,Real Estate
8512,MLR,"Miller Industries, Inc.",stocks,us,XNYS,CS,True,usd,0000924822,BBG000BXFWH9,BBG001S7BMD6,2022-03-22T00:00:00Z,,,,320467218.0,,Capital Goods,Construction/Ag Equipment/Trucks
8513,MLSS,"Milestone Scientific, Inc. Common Stock",stocks,us,XASE,CS,True,usd,0000855683,BBG000JJP0K7,BBG001SB7BF4,2022-03-22T00:00:00Z,,,,95662761.0,2015.0,Health Care,Industrial Specialties
8514,MLVF,"Malvern Bancorp, Inc.",stocks,us,XNAS,CS,True,usd,0001550603,BBG000QJ3TG5,BBG001SM5958,2022-03-22T00:00:00Z,,,,125062251.0,,Finance,Banks
8515,MMAT,Meta Materials Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001431959,BBG000K6Y764,BBG001T3WTK8,2022-03-22T00:00:00Z,,,,529751802.0,,Technology,Semiconductors
8516,MMC,"Marsh & McLennan Companies, Inc.",stocks,us,XNYS,CS,True,usd,0000062709,BBG000BP4MH0,BBG001S5T7M4,2022-03-22T00:00:00Z,,,,81613944556.0,,Finance,Specialty Insurers
8518,MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,stocks,us,XNYS,FUND,True,usd,0001518557,BBG002ZTPRG9,BBG002ZTPRJ6,2022-03-22T00:00:00Z,,,,533669153.0,2012.0,Finance,Investment Managers
8519,MMI,MARCUS & MILLICHAP,stocks,us,XNYS,CS,True,usd,0001578732,BBG005GBRSR6,BBG005GBRSS5,2022-03-22T00:00:00Z,,,,1941797019.0,2013.0,Finance,Real Estate
8523,MMLP,Martin Midstream Partners LP,stocks,us,XNAS,CS,True,usd,0001176334,BBG000NMJFC8,BBG001SGDV17,2022-03-22T00:00:00Z,,,,158454756.0,2002.0,Energy,Oil Refining/Marketing
8524,MMM,3M Company,stocks,us,XNYS,CS,True,usd,0000066740,BBG000BP52R2,BBG001S5T7X2,2022-03-22T00:00:00Z,,,,84705552000.0,,,
8525,MMMB,"MamaMancini's Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001520358,BBG001QB7PK9,BBG001V1FNH5,2022-03-22T00:00:00Z,,,,65425779.0,,Consumer Non-Durables,Farming/Seeds/Milling
8526,MMP,"Magellan Midstream Partners, L.P.",stocks,us,XNYS,CS,True,usd,0001126975,BBG000BCJXW2,BBG001S731Q7,2022-03-22T00:00:00Z,,,,10058944888.0,,Energy,Oil & Gas Production
8527,MMS,"MAXIMUS, Inc.",stocks,us,XNYS,CS,True,usd,0001032220,BBG000BC5WJ4,BBG001S6G4K5,2022-03-22T00:00:00Z,,,,4631153635.0,1997.0,Miscellaneous,Business Services
8529,MMSI,Merit Medical Systems Inc,stocks,us,XNAS,CS,True,usd,0000856982,BBG000C42VX0,BBG001S6KLT3,2022-03-22T00:00:00Z,,,,3656851507.0,,Health Care,Medical/Dental Instruments
8530,MMT,MFS Multimarket Income Trust Shares of Beneficial Interest,stocks,us,XNYS,FUND,True,usd,0000809173,BBG000BP5PD6,BBG001S5T879,2022-03-22T00:00:00Z,,,,309365955.0,1987.0,Finance,Trusts Except Educational Religious and Charitable
8532,MMU,"Western Asset Managed Municipals Fund, Inc",stocks,us,XNYS,FUND,True,usd,0000886043,BBG000BC1FN0,BBG001S6J994,2022-03-22T00:00:00Z,,,,506102821.0,1992.0,Finance,Investment Managers
8533,MMX,Maverix Metals Inc. Common Shares,stocks,us,XASE,CS,True,usd,0001773250,BBG002R0P1M1,BBG001T071X9,2022-03-22T00:00:00Z,,,,707349972.0,,,
8534,MMYT,MakeMyTrip Limited,stocks,us,XNAS,CS,True,usd,0001495153,,,2022-03-22T00:00:00Z,,,,2653933865.0,2010.0,Transportation,Other Consumer Services
8535,MN,"MANNING & NAPIER, INC.",stocks,us,XNYS,CS,True,usd,0001524223,BBG001VGY0M5,BBG001VGY1D3,2022-03-22T00:00:00Z,,,,175178881.0,2011.0,Finance,Investment Managers
8537,MNDO,Mind CTI Ltd,stocks,us,XNAS,CS,True,usd,0001119083,,,2022-03-22T00:00:00Z,,,,61156628.0,,Technology,EDP Services
8538,MNDT,"Mandiant, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001370880,BBG0020B4JG7,BBG0020B4JH6,2022-03-22T00:00:00Z,,,,5167822364.0,2013.0,Technology,Computer Software: Prepackaged Software
8539,MNDY,monday.com Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001845338,,,2022-03-22T00:00:00Z,,,,7523370470.0,2021.0,,
8540,MNKD,Mannkind Corporation,stocks,us,XNAS,CS,True,usd,0000899460,BBG000PPL3G9,BBG001SLLLY3,2022-03-22T00:00:00Z,,,,901437925.0,2004.0,Health Care,Biotechnology: Pharmaceutical Preparations
8542,MNMD,Mind Medicine (MindMed) Inc. Subordinate Voting Shares,stocks,us,XNAS,CS,True,usd,0001813814,BBG00F13HYQ7,BBG001TCSL84,2022-03-22T00:00:00Z,,,,505442822.0,,,
8543,MNOV,"Medicinova, Inc.",stocks,us,XNAS,CS,True,usd,0001226616,BBG000RDP030,BBG001SNG8P4,2022-03-22T00:00:00Z,,,,126041142.0,,Health Care,Biotechnology: Pharmaceutical Preparations
8544,MNP,"Western Asset Municipal Partners Fund, Inc.",stocks,us,XNYS,FUND,True,usd,0000894351,BBG000BDNFK7,BBG001S76XQ4,2022-03-22T00:00:00Z,,,,132859591.0,1993.0,Finance,Trusts Except Educational Religious and Charitable
8545,MNPR,Monopar Therapeutics Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001645469,BBG00J7K8D90,BBG00J7K8DB7,2022-03-22T00:00:00Z,,,,30491365.0,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
8546,MNRL,"Brigham Minerals, Inc. Class A Common Stock",stocks,us,XNYS,CS,True,usd,0001745797,BBG00NNGLW13,BBG00NNGLWS4,2022-03-22T00:00:00Z,,,,1175154148.0,2019.0,Energy,Oil & Gas Production
8547,MNRO,"Monro, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000876427,BBG000C0BZD1,BBG001S62LS4,2022-03-22T00:00:00Z,,,,1462271884.0,1991.0,,
8548,MNSB,"MainStreet Bancshares, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001693577,BBG000QRB2P7,BBG001SNH4N4,2022-03-22T00:00:00Z,,,,187814489.0,,Finance,Major Banks
8550,MNSO,"MINISO Group Holding Limited American Depositary Shares, each representing four Class A Ordinary Sha",stocks,us,XNYS,ADRC,True,usd,0001815846,BBG00XKM57C2,BBG00XKM5867,2022-03-22T00:00:00Z,,,,2757524292.0,2020.0,Consumer Services,Department/Specialty Retail Stores
8551,MNST,Monster Beverage Corporation,stocks,us,XNAS,CS,True,usd,0000865752,BBG008NVB1C0,BBG008NVB1F7,2022-03-22T00:00:00Z,,,,42661030527.0,,Consumer Non-Durables,Beverages (Production/Distribution)
8552,MNTK,"Montauk Renewables, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001826600,BBG00YHYK2C2,BBG00YHYK376,2022-03-22T00:00:00Z,,,,1608983580.0,2021.0,,
8553,MNTN,Everest Consolidator Acquisition Corporation,stocks,us,XNYS,CS,True,usd,0001863719,BBG014FP36M7,BBG014FP37G2,2022-03-22T00:00:00Z,,,,171292500.0,2022.0,,
8556,MNTS,Momentus Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001781162,BBG00QJCX1H8,BBG00QJCX277,2022-03-22T00:00:00Z,,,,211150631.0,2019.0,,
8558,MNTV,Momentive Global Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001739936,BBG00LVGQZL4,BBG00LVGQZM3,2022-03-22T00:00:00Z,,,,2388602000.0,2018.0,Technology,EDP Services
8559,MNTX,"Manitex International, Inc.",stocks,us,XNAS,CS,True,usd,0001302028,BBG000L96Q11,BBG001SJY1X9,2022-03-22T00:00:00Z,,,,157555917.0,,Consumer Durables,Home Furnishings
8560,MO,"Altria Group, Inc.",stocks,us,XNYS,CS,True,usd,0000764180,BBG000BP6LJ8,BBG001S5T8T5,2022-03-22T00:00:00Z,,,,93915858401.0,,Consumer Non-Durables,Farming/Seeds/Milling
8562,MOBQ,"Mobiquity Technologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001084267,BBG000G434X5,BBG001SNTWR5,2022-03-22T00:00:00Z,,,,8819692.0,,Technology,Advertising
8564,MOD,Modine Manufacturing Co,stocks,us,XNYS,CS,True,usd,0000067347,BBG000BP7CL4,BBG001S5T913,2022-03-22T00:00:00Z,,,,485914067.0,,Capital Goods,Auto Parts:O.E.M.
8565,MODD,"Modular Medical, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001074871,BBG000GMGQR9,BBG001SPX9K3,2022-03-22T00:00:00Z,,,,39526262.0,,Health Care,Industrial Specialties
8566,MODN,"MODEL N, INC.",stocks,us,XNYS,CS,True,usd,0001118417,BBG000GQ39H3,BBG001SQGHS4,2022-03-22T00:00:00Z,,,,934498729.0,2013.0,Technology,EDP Services
8567,MODV,ModivCare Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001220754,BBG000P1B7C8,BBG001SL2C10,2022-03-22T00:00:00Z,,,,2172517896.0,,,
8568,MOFG,MidWestOne Financial Group,stocks,us,XNAS,CS,True,usd,0001412665,BBG000BQVV88,BBG001SCDXR4,2022-03-22T00:00:00Z,,,,511785416.0,,Finance,Major Banks
8569,MOG.A,Moog Inc.,stocks,us,XNYS,CS,True,usd,0000067887,BBG000BP7RH6,BBG001S5T922,2022-03-22T00:00:00Z,,,,,,,
8571,MOGO,Mogo Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001602842,BBG00PK930R9,BBG001S8J9P2,2022-03-22T00:00:00Z,,,,187818816.0,,,
8572,MOGU,MOGU Inc.,stocks,us,XNYS,ADRC,True,usd,0001743971,BBG00MJH9D87,BBG00MJH9F00,2022-03-22T00:00:00Z,,,,34546002.0,2018.0,Miscellaneous,Business Services
8573,MOH,"Molina Healthcare, Inc.",stocks,us,XNYS,CS,True,usd,0001179929,BBG000MBHNC8,BBG001SKBQ20,2022-03-22T00:00:00Z,,,,20051640000.0,2003.0,Health Care,Medical Specialities
8574,MOHO,ECMOHO Limited American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001763197,BBG00QFPDB83,BBG00QFPDB92,2022-03-22T00:00:00Z,,,,14140789.0,2019.0,Consumer Services,Catalog/Specialty Distribution
8576,MOLN,Molecular Partners AG American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001745114,BBG010B7DHZ0,BBG010B7DJV0,2022-03-22T00:00:00Z,,,,661999284.0,2021.0,,
8577,MOMO,Hello Group Inc. American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001610601,BBG007HTCQT0,BBG007HTCQV7,2022-03-22T00:00:00Z,,,,1467290679.0,2014.0,Technology,Computer Software: Prepackaged Software
8578,MON,Monument Circle Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001828325,BBG00YPSJ318,BBG00YPSJ327,2022-03-22T00:00:00Z,,,,305878125.0,2021.0,,
8583,MOR,MorphoSys AG American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001340243,BBG00KN74FQ8,BBG00KN74GF8,2022-03-22T00:00:00Z,,,,939561008.0,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
8584,MORF,"Morphic Holding, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001679363,BBG00PBD6W06,BBG00PBD6WR7,2022-03-22T00:00:00Z,,,,1653959861.0,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
8585,MORN,"Morningstar, Inc.",stocks,us,XNAS,CS,True,usd,0001289419,BBG000CGQ4F7,BBG001SC6FV6,2022-03-22T00:00:00Z,,,,12138143987.0,2005.0,Technology,Advertising
8587,MOS,The Mosaic Company,stocks,us,XNYS,CS,True,usd,0001285785,BBG000BFXHL6,BBG001S7LJN1,2022-03-22T00:00:00Z,,,,22864639792.0,,Basic Industries,Agricultural Chemicals
8592,MOTS,"Motus GI Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001686850,BBG00JPRS4N7,BBG00JPRS5C6,2022-03-22T00:00:00Z,,,,17857824.0,2018.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
8593,MOV,"Movado Group, Inc.",stocks,us,XNYS,CS,True,usd,0000072573,BBG000BL30Y9,BBG001S8FWS2,2022-03-22T00:00:00Z,,,,843020224.0,,Consumer Non-Durables,Consumer Specialties
8594,MOVE,Movano Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001734750,BBG00X0V8H84,BBG00X0V8H93,2022-03-22T00:00:00Z,,,,92417209.0,2021.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
8595,MOXC,Moxian (BVI) Inc Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001864055,,,2022-03-22T00:00:00Z,,,,24125378.0,,,
8596,MP,MP Materials Corp.,stocks,us,XNYS,CS,True,usd,0001801368,BBG00TJGL0F0,BBG00TJGL0T5,2022-03-22T00:00:00Z,,,,8350775671.0,2020.0,Basic Industries,Metal Mining
8597,MPA,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,stocks,us,XNYS,FUND,True,usd,0000891038,BBG000BDK470,BBG001S75363,2022-03-22T00:00:00Z,,,,177646421.0,1992.0,Finance,Finance Companies
8598,MPAA,"Motorcar Parts of America, Inc.",stocks,us,XNAS,CS,True,usd,0000918251,BBG000BJS1P5,BBG001S7VFF7,2022-03-22T00:00:00Z,,,,335235730.0,,Capital Goods,Auto Parts:O.E.M.
8599,MPAC,Model Performance Acquisition Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001841993,,,2022-03-22T00:00:00Z,,,,70542733.0,2021.0,Finance,Business Services
8603,MPB,"Mid Penn Bancorp, Inc.",stocks,us,XNAS,CS,True,usd,0000879635,BBG000BB7F65,BBG001S5T0G6,2022-03-22T00:00:00Z,,,,439638217.0,,Finance,Major Banks
8604,MPC,MARATHON PETROLEUM CORPORATION,stocks,us,XNYS,CS,True,usd,0001510295,BBG001DCCGR8,BBG001S169P1,2022-03-22T00:00:00Z,,,,44267478871.0,,Energy,Integrated oil Companies
8605,MPLN,MultiPlan Corporation,stocks,us,XNYS,CS,True,usd,0001793229,BBG00RLZ9M74,BBG00RLZ9M83,2022-03-22T00:00:00Z,,,,2541609891.0,2020.0,Health Care,Medical Specialities
8607,MPLX,MPLX LP,stocks,us,XNYS,CS,True,usd,0001552000,BBG0035TJGV4,BBG0035TJHL3,2022-03-22T00:00:00Z,,,,32143404712.0,2012.0,Energy,Oil & Gas Production
8608,MPRA,Mercato Partners Acquisition Corporation Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001853436,BBG013QQ8RB6,BBG013QQ8S51,2022-03-22T00:00:00Z,,,,285200000.0,2021.0,,
8612,MPV,Barings Participation Investors,stocks,us,XNYS,FUND,True,usd,0000831655,BBG000BBNTQ5,BBG001S63V47,2022-03-22T00:00:00Z,,,,140909315.0,1988.0,Finance,Finance Companies
8613,MPW,"Medical Properties Trust, Inc.",stocks,us,XNYS,CS,True,usd,0001287865,BBG000BGRB25,BBG001S7WM61,2022-03-22T00:00:00Z,,,,12297950000.0,2005.0,Consumer Services,Real Estate Investment Trusts
8614,MPWR,"Monolithic Power Systems, Inc.",stocks,us,XNAS,CS,True,usd,0001280452,BBG000C30L48,BBG001SDRGP6,2022-03-22T00:00:00Z,,,,21853648920.0,2004.0,Technology,Semiconductors
8615,MPX,Marine Products Corp.,stocks,us,XNYS,CS,True,usd,0001129155,BBG000BC0955,BBG001S6HCC5,2022-03-22T00:00:00Z,,,,422727220.0,,Consumer Non-Durables,Recreational Products/Toys
8616,MQ,"Marqeta, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001522540,BBG0112Z87D8,BBG0112Z8873,2022-03-22T00:00:00Z,,,,6301953964.0,2021.0,Technology,EDP Services
8617,MQT,"Blackrock Muni Yield Quality Fund II, Inc.",stocks,us,XNYS,FUND,True,usd,0000887394,BBG000CWRH26,BBG001S742F6,2022-03-22T00:00:00Z,,,,276883579.0,1992.0,Finance,Investment Managers
8618,MQY,"Blackrock Muni Yield Quality Fund, Inc",stocks,us,XNYS,FUND,True,usd,0000890196,BBG000CKP7P1,BBG001S6Y4Q9,2022-03-22T00:00:00Z,,,,1015616187.0,1992.0,Finance,Investment Managers
8620,MRAI,"Marpai, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001844392,BBG011WQW2R4,BBG011WQW3M7,2022-03-22T00:00:00Z,,,,39271439.0,2021.0,Health Care,Managed Health Care
8621,MRAM,"Everspin Technologies, Inc",stocks,us,XNAS,CS,True,usd,0001438423,BBG000N7MXY4,BBG001T53643,2022-03-22T00:00:00Z,,,,184008752.0,2016.0,Technology,Electronic Components
8622,MRBK,Meridian Corporation,stocks,us,XNAS,CS,True,usd,0001750735,BBG000QRG7X2,BBG001SNH9L5,2022-03-22T00:00:00Z,,,,207366600.0,2017.0,Finance,Major Banks
8623,MRC,MRC GLOBAL INC.,stocks,us,XNYS,CS,True,usd,0001439095,BBG000BKLTM1,BBG001SN9P56,2022-03-22T00:00:00Z,,,,942661438.0,2012.0,Capital Goods,Fluid Controls
8624,MRCC,Monroe Capital Corporation,stocks,us,XNAS,CS,True,usd,0001512931,BBG001KFNK01,BBG001V0NY75,2022-03-22T00:00:00Z,,,,230746521.0,2012.0,Finance,Investment Managers
8625,MRCY,Mercury Systems Inc.,stocks,us,XNAS,CS,True,usd,0001049521,BBG000BX5GS3,BBG001SBFLT8,2022-03-22T00:00:00Z,,,,3734397803.0,1998.0,,
8626,MREO,Mereo BioPharma Group plc American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001719714,BBG00KFWZC67,BBG00KFWZCX7,2022-03-22T00:00:00Z,,,,154939417.0,,Health Care,Biotechnology: Pharmaceutical Preparations
8628,MRIN,MARIN SOFTWARE INCORPORATED,stocks,us,XNAS,CS,True,usd,0001389002,BBG001M6NQK4,BBG001V10GH6,2022-03-22T00:00:00Z,,,,46767989.0,,Technology,Computer Software: Prepackaged Software
8629,MRK,"Merck & Co., Inc.",stocks,us,XNYS,CS,True,usd,0000310158,BBG000BPD168,BBG001S5TC52,2022-03-22T00:00:00Z,,,,199969005571.0,,Health Care,Biotechnology: Pharmaceutical Preparations
8630,MRKR,"Marker Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001094038,BBG000GMZP09,BBG001SKLLN7,2022-03-22T00:00:00Z,,,,36139224.0,,Health Care,Biotechnology: Pharmaceutical Preparations
8631,MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,stocks,us,XNAS,ADRC,True,usd,0001819704,BBG00Y9DG072,BBG00Y9DG134,2022-03-22T00:00:00Z,,,,39548250.0,2020.0,Consumer Services,Other Consumer Services
